"","X","Dem_state","Dem_gender","dem_ageG","Dem_edu","Dem_employment","Dem_maritalstatus","Dem_islolation","isoladult","isolkids","TstressW"
"203",203,"CDMX","Hombres",NA,"Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",17
"204",204,"Veracruz","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","Sí",28
"205",205,"CDMX","Hombres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",36
"206",206,"Estado de México","Hombres","51 - 60","Licenciatura","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",34
"207",207,"Nuevo León","Mujeres","20 o menos","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",32
"208",208,"CDMX","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",44
"209",209,"Veracruz","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",19
"210",210,"Colima","Mujeres","21 - 30","Licenciatura trunca","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",32
"211",211,"Nuevo León","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",29
"212",212,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",24
"213",213,"CDMX","Hombres","51 - 60","Posgrado","Retirado-Jubilado","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",16
"214",214,"CDMX","Mujeres","61 - 70","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",24
"215",215,"Veracruz","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",30
"216",216,"Estado de México","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",22
"217",217,"CDMX","Hombres","51 - 60","Licenciatura trunca","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",26
"218",218,"Jalisco","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","No",22
"219",219,"Estado de México","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",33
"220",220,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","No","No",23
"221",221,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores",NA,NA,46
"222",222,"Jalisco","Mujeres","31 - 40","Posgrado","Auto empleo","Soltera(o)","En aislamiento","No","No",36
"223",223,"Morelos","Mujeres","41 - 50","Posgrado","Auto empleo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","No","No",12
"224",224,"Estado de México","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","En aislamiento","Sí","No",35
"225",225,"Jalisco","Mujeres","51 - 60","Licenciatura","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","No","No",16
"226",226,"Jalisco","Hombres","31 - 40","Licenciatura trunca","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",33
"227",227,"Veracruz","Hombres","51 - 60","Licenciatura","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",39
"228",228,"CDMX","Hombres","21 - 30","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",21
"229",229,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",14
"230",230,"CDMX","Mujeres","51 - 60","Posgrado","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","No","No",32
"231",231,"Puebla","Mujeres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores",NA,NA,23
"232",232,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",33
"233",233,"Nuevo León","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",30
"234",234,"Nuevo León","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","La vida sigue con cambios menores","Sí","No",31
"235",235,"CDMX","Mujeres","31 - 40","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","Sí","No",23
"236",236,"Veracruz","Mujeres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","Sí",43
"237",237,"Quintana Roo","Mujeres","31 - 40","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",25
"238",238,"CDMX","Mujeres","21 - 30","Licenciatura","Retirado-Jubilado","Soltera(o)","En aislamiento","Sí","No",39
"239",239,"CDMX","Mujeres","51 - 60","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","Sí","No",23
"240",240,"CDMX","Mujeres","21 - 30","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",33
"241",241,NA,"Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",18
"242",242,"Tamaulipas","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",39
"243",243,"CDMX",NA,"21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","Sí",25
"244",244,"Nuevo León","Mujeres","41 - 50","Licenciatura","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",24
"245",245,"CDMX","Mujeres","21 - 30","Licenciatura","Auto empleo","Otro/prefiere no decir","En aislamiento","Sí","No",26
"246",246,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",37
"247",247,"Baja California","Hombres","31 - 40","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",38
"248",248,"CDMX","Mujeres","41 - 50","Licenciatura trunca","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",28
"249",249,"Michoacán","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores",NA,"Sí",23
"250",250,"Coahuila","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",32
"251",251,"Jalisco","Mujeres","31 - 40","Licenciatura","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",22
"252",252,"Estado de México","Hombres","21 - 30","Posgrado","Auto empleo","Soltera(o)","En aislamiento","Sí","Sí",25
"253",253,"Estado de México","Mujeres","41 - 50","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",24
"254",254,"Tabasco","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","La vida sigue con cambios menores","Sí","No",26
"255",255,"Veracruz","Mujeres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",27
"256",256,"CDMX","Mujeres","21 - 30","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",42
"257",257,"Veracruz","Mujeres","20 o menos","Bachillerato ","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",35
"258",258,"CDMX","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",29
"259",259,"Estado de México","Hombres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",28
"260",260,"Veracruz","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",31
"261",261,"Estado de México","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",28
"262",262,"CDMX","Hombres","41 - 50","Posgrado","Sin empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","No",12
"263",263,NA,"Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",41
"264",264,"Estado de México","Mujeres","31 - 40","Posgrado","Sin empleo","Soltera(o)","La vida sigue con cambios menores","No","Sí",37
"265",265,"CDMX","Hombres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",22
"266",266,"CDMX","Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",30
"267",267,"CDMX","Hombres","51 - 60","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",19
"268",268,NA,"Mujeres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",25
"269",269,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",21
"270",270,"CDMX","Hombres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",29
"271",271,"CDMX","Hombres","61 - 70","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",25
"272",272,"Jalisco","Hombres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",34
"273",273,"Querétaro","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",26
"274",274,"Morelos","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",22
"275",275,"Querétaro","Mujeres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",25
"276",276,"Colima","Mujeres","21 - 30","Licenciatura trunca","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","No","No",23
"277",277,"CDMX","Mujeres","51 - 60","Posgrado","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",26
"278",278,"Estado de México","Mujeres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",30
"279",279,"Baja California Sur","Mujeres","21 - 30","Licenciatura trunca","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","Sí","Sí",33
"280",280,"Querétaro","Mujeres","21 - 30","Licenciatura trunca","Estudiante","Soltera(o)","En aislamiento","Sí","No",37
"281",281,"CDMX","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","En aislamiento","No","No",35
"282",282,"Jalisco","Hombres","41 - 50","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",37
"283",283,"Veracruz","Hombres","61 - 70","Posgrado","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",14
"284",284,"Estado de México","Hombres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue sin cambios","Sí","Sí",31
"285",285,"Puebla","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",30
"286",286,NA,"Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",24
"287",287,"Guanajuato","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","Sí",39
"288",288,"Jalisco","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",31
"289",289,"Veracruz","Mujeres","31 - 40","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",33
"290",290,"Oaxaca","Hombres","41 - 50","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",22
"291",291,"Nuevo León","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",41
"292",292,"Querétaro","Mujeres","31 - 40","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",26
"293",293,"Aguascalientes","Mujeres","51 - 60","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",31
"294",294,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo parcial","Casada(o)/en unión libre","En aislamiento","Sí","No",27
"295",295,"Baja California Sur","Mujeres","41 - 50","Posgrado","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",18
"296",296,"CDMX","Mujeres","41 - 50","Posgrado","Auto empleo","Divorciada(o)/viuda(o)","En aislamiento","No","Sí",24
"297",297,"Estado de México","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores",NA,NA,27
"298",298,"Veracruz","Hombres","51 - 60","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",20
"299",299,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Divorciada(o)/viuda(o)","En aislamiento","No","Sí",33
"300",300,"Veracruz","Mujeres","21 - 30","Licenciatura","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","No",25
"301",301,NA,"Hombres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",23
"302",302,"CDMX","Hombres","51 - 60","Licenciatura","Estudiante","Casada(o)/en unión libre","En aislamiento","Sí","No",16
"303",303,"Querétaro","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",37
"304",304,"Baja California","Mujeres","31 - 40","Posgrado","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",37
"305",305,"Tamaulipas","Mujeres","21 - 30","Posgrado","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",29
"306",306,NA,"Hombres","31 - 40","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","No","No",36
"307",307,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",28
"308",308,"CDMX","Mujeres","31 - 40","Licenciatura","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",27
"309",309,"CDMX","Hombres","61 - 70","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",18
"310",310,"Estado de México","Mujeres","21 - 30","Posgrado","Estudiante","Soltera(o)","En aislamiento","Sí","No",36
"311",311,"Veracruz","Mujeres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",29
"312",312,"CDMX","Hombres","21 - 30","Posgrado","Estudiante","Soltera(o)","En aislamiento","Sí","No",30
"313",313,"CDMX","Hombres","31 - 40","Licenciatura trunca","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",27
"314",314,"CDMX","Mujeres","41 - 50","Posgrado","Empleo de tiempo parcial","Soltera(o)","En aislamiento","Sí","No",30
"315",315,"Colima","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",31
"316",316,"Estado de México","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","Sí","No",39
"317",317,"Nuevo León","Mujeres","31 - 40","Licenciatura trunca","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","No",21
"318",318,NA,"Mujeres","31 - 40","Licenciatura","Auto empleo","Soltera(o)","En aislamiento","Sí","No",24
"319",319,"Veracruz","Mujeres","21 - 30","Licenciatura","Estudiante","Soltera(o)","La vida sigue con cambios menores","Sí","No",32
"320",320,"Colima","Hombres","31 - 40","Licenciatura","Auto empleo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",22
"321",321,"Michoacán","Hombres","31 - 40","Licenciatura","Retirado-Jubilado","Casada(o)/en unión libre","En aislamiento","Sí","Sí",23
"322",322,"CDMX","Mujeres","51 - 60","Posgrado","Auto empleo","Casada(o)/en unión libre","En aislamiento","Sí","No",22
"323",323,"Colima","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",33
"324",324,"CDMX","Mujeres","31 - 40","Posgrado","Empleo de tiempo completo","Casada(o)/en unión libre","En aislamiento","Sí","No",26
"325",325,"Veracruz","Mujeres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue con cambios menores","Sí","No",36
"326",326,"Nayarit","Mujeres","21 - 30","Licenciatura","Sin empleo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",26
"327",327,"Jalisco","Mujeres","31 - 40","Posgrado","Auto empleo","Soltera(o)","La vida sigue con cambios menores","Sí","Sí",32
"328",328,"Colima","Hombres","21 - 30","Licenciatura","Empleo de tiempo completo","Soltera(o)","La vida sigue sin cambios",NA,NA,12
"329",329,"CDMX","Hombres","51 - 60","Licenciatura","Empleo de tiempo completo","Soltera(o)","En aislamiento","No","No",28
"330",330,"CDMX","Mujeres","41 - 50","Licenciatura","Empleo de tiempo completo","Casada(o)/en unión libre","La vida sigue con cambios menores","Sí","Sí",31
"331",331,"CDMX","Mujeres","21 - 30","Licenciatura","Empleo de tiempo parcial","Soltera(o)","La vida sigue con cambios menores","Sí","No",33
"332",332,"CDMX","Mujeres","41 - 50","Licenciatura","Sin empleo","Casada(o)/en unión libre","En aislamiento","Sí","Sí",34
